experiment,depth,variant,position,nodes,time_s,matchup,agent,opponent,seed,a_player,winner,a_won,plies,avg_move_time,a_nodes_per_move
E2,,,,,,Expectimax vs Random,Expectimax,Random,1088.0,1.0,1.0,1.0,5.0,0.0124467501998879,901.0
E2,,,,,,Expectimax vs Random,Expectimax,Random,1089.0,2.0,2.0,1.0,6.0,0.004744673666815895,377.0
E2,,,,,,Expectimax vs Random,Expectimax,Random,1090.0,1.0,1.0,1.0,7.0,0.008277982140758209,593.75
E2,,,,,,Expectimax vs Random,Expectimax,Random,1091.0,2.0,2.0,1.0,6.0,0.0032958126733622826,259.6666666666667
E2,,,,,,Expectimax vs Random,Expectimax,Random,1092.0,1.0,2.0,0.0,6.0,0.013678687338445647,1120.3333333333333
E2,,,,,,Expectimax vs Random,Expectimax,Random,1093.0,2.0,2.0,1.0,6.0,0.002383339994897445,203.33333333333334
E2,,,,,,Expectimax vs Random,Expectimax,Random,1094.0,1.0,1.0,1.0,7.0,0.016750309570592696,1208.0
E2,,,,,,Expectimax vs Random,Expectimax,Random,1095.0,2.0,2.0,1.0,6.0,0.0028150903284161664,237.33333333333334
E2,,,,,,Expectimax vs Random,Expectimax,Random,1096.0,1.0,1.0,1.0,7.0,0.007004613002728937,547.0
E2,,,,,,Expectimax vs Random,Expectimax,Random,1097.0,2.0,2.0,1.0,6.0,0.003414256832911633,314.0
E2,,,,,,Expectimax vs Random,Expectimax,Random,1098.0,1.0,2.0,0.0,6.0,0.02602844450545187,2137.0
E2,,,,,,Expectimax vs Random,Expectimax,Random,1099.0,2.0,2.0,1.0,6.0,0.003362513831234537,262.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1000.0,1.0,1.0,1.0,3.0,0.40944423600255203,258.5
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1001.0,2.0,1.0,0.0,5.0,0.13119037499418482,66.5
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1002.0,1.0,2.0,0.0,4.0,0.3273580312525155,433.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1003.0,2.0,2.0,1.0,4.0,0.679000729258405,170.5
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.18505570816826852,194.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.7030763329996261,213.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1006.0,1.0,2.0,0.0,4.0,0.2938419792553759,403.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1007.0,2.0,1.0,0.0,5.0,0.12345690840738825,66.5
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.16916377083786452,136.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1009.0,2.0,1.0,0.0,5.0,0.6522002918005455,213.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1010.0,1.0,2.0,0.0,4.0,0.3061221980024129,403.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1011.0,2.0,1.0,0.0,3.0,0.3935637636653458,335.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1012.0,1.0,2.0,0.0,6.0,0.20622164582891855,262.3333333333333
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1013.0,2.0,1.0,0.0,3.0,1.1111896803292136,435.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1014.0,1.0,1.0,1.0,5.0,0.06310577539843507,96.66666666666667
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1015.0,2.0,1.0,0.0,7.0,0.24926126772022275,116.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1016.0,1.0,1.0,1.0,5.0,0.23151445819530636,255.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.4556944415962789,310.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1018.0,1.0,1.0,1.0,5.0,0.06895821660291404,105.33333333333333
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1019.0,2.0,1.0,0.0,5.0,0.5273115584044717,241.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1020.0,1.0,1.0,1.0,5.0,0.2038787917990703,206.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1021.0,2.0,1.0,0.0,3.0,0.4135181110080642,104.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1022.0,1.0,1.0,1.0,5.0,0.2759791000047699,218.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.4884522581938654,324.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.1782837778349252,150.66666666666666
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1025.0,2.0,2.0,1.0,6.0,0.31848541666113306,119.33333333333333
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.19440938183591547,178.66666666666666
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1027.0,2.0,2.0,1.0,4.0,0.20931601049232995,137.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1028.0,1.0,1.0,1.0,5.0,0.2039208001922816,207.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1029.0,2.0,1.0,0.0,5.0,0.7049111500033177,256.5
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1030.0,1.0,1.0,1.0,5.0,0.23702450020355173,173.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.1787217500095721,0.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1032.0,1.0,1.0,1.0,5.0,0.19387283360119908,206.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1033.0,2.0,1.0,0.0,5.0,0.23520013359957376,244.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1034.0,1.0,1.0,1.0,5.0,0.04419976659119129,126.66666666666667
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1035.0,2.0,1.0,0.0,3.0,0.6812033190023309,130.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1036.0,1.0,1.0,1.0,5.0,0.03717812499962747,96.33333333333333
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1037.0,2.0,1.0,0.0,3.0,0.3614027359969138,335.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1038.0,1.0,2.0,0.0,6.0,0.15204632633443302,215.66666666666666
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7681660620000912,56.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.17717890983234005,136.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1041.0,2.0,1.0,0.0,5.0,0.3565315420040861,211.5
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.17664256250524582,161.66666666666666
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.27284007520065645,117.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.1772319723337811,144.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1045.0,2.0,1.0,0.0,3.0,0.8087724443272842,348.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1046.0,1.0,1.0,1.0,5.0,0.14117463300353847,126.33333333333333
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1047.0,2.0,1.0,0.0,5.0,0.64601967499475,213.0
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.07632458333197671,159.33333333333334
E3,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1049.0,2.0,1.0,0.0,3.0,1.0843091943340066,401.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1000.0,1.0,1.0,1.0,3.0,0.36610556999221444,1638.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1001.0,2.0,1.0,0.0,5.0,0.12344579979544505,250.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1002.0,1.0,1.0,1.0,3.0,0.3152213469923784,1765.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1003.0,2.0,2.0,1.0,4.0,0.6904340834880713,1486.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1004.0,1.0,1.0,1.0,5.0,0.26150518319918775,1511.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.6988622167962604,1698.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1006.0,1.0,1.0,1.0,3.0,0.3798173893301282,1638.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1007.0,2.0,1.0,0.0,5.0,0.13238259159261362,250.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.21704829166507503,1221.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1009.0,2.0,1.0,0.0,5.0,0.6472374334000051,1638.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1010.0,1.0,1.0,1.0,3.0,0.3601583886678175,1638.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1011.0,2.0,1.0,0.0,5.0,0.2882416749896947,1036.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1012.0,1.0,1.0,1.0,3.0,0.3625487219930316,2498.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1013.0,2.0,1.0,0.0,5.0,0.6814784413960296,849.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1014.0,1.0,2.0,0.0,6.0,0.11712414617068134,850.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1015.0,2.0,2.0,1.0,6.0,0.28569061832968146,600.3333333333334
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1016.0,1.0,1.0,1.0,3.0,0.29516722267726436,3043.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.4561038250045385,1638.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1018.0,1.0,2.0,0.0,6.0,0.13085672232652237,850.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1019.0,2.0,2.0,1.0,6.0,0.43616777133623447,947.6666666666666
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1020.0,1.0,1.0,1.0,3.0,0.28661379166684736,3171.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1021.0,2.0,1.0,0.0,3.0,0.40081924966458854,743.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1022.0,1.0,1.0,1.0,3.0,0.3736349859876403,1495.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.5125340502010658,1861.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.22123275683164442,1221.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1025.0,2.0,2.0,1.0,4.0,0.4782115000052727,1182.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.25174110449734144,1767.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1027.0,2.0,2.0,1.0,4.0,0.23630111424427014,726.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1028.0,1.0,1.0,1.0,3.0,0.28753712499747053,3171.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1029.0,2.0,1.0,0.0,5.0,0.6822788752091583,1634.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1030.0,1.0,1.0,1.0,3.0,0.327324722330862,1578.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.1561867500131484,0.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1032.0,1.0,1.0,1.0,3.0,0.29929797199050273,3171.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1033.0,2.0,1.0,0.0,7.0,0.18690417842922866,517.6666666666666
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1034.0,1.0,2.0,0.0,6.0,0.03743840283520209,813.3333333333334
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1035.0,2.0,1.0,0.0,5.0,0.4068642999860458,405.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1036.0,1.0,2.0,0.0,6.0,0.07656226400285959,661.3333333333334
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1037.0,2.0,1.0,0.0,5.0,0.2746146499936003,928.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1038.0,1.0,1.0,1.0,5.0,0.18732140000211076,1485.6666666666667
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7481677290052176,56.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.2169668679998722,1193.6666666666667
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1041.0,2.0,2.0,1.0,4.0,0.42124586451245705,562.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.16322236817116695,2081.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.2712096414004918,340.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.2206894999932653,1636.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1045.0,2.0,1.0,0.0,7.0,0.3614673274278175,539.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1046.0,1.0,1.0,1.0,3.0,0.20034340300480835,1789.5
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1047.0,2.0,1.0,0.0,5.0,0.6355835750058759,1638.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.14960624998881636,1156.0
E3,2.0,,,,,Expectimax(d=2) vs Stratagem,Expectimax(d=2),Stratagem,1049.0,2.0,1.0,0.0,5.0,0.7058340583927929,1053.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1000.0,1.0,2.0,0.0,6.0,0.2799186875005641,1359.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1001.0,2.0,1.0,0.0,5.0,0.13728489180211909,204.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1002.0,1.0,1.0,1.0,5.0,0.3182514915999491,1187.3333333333333
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1003.0,2.0,1.0,0.0,5.0,0.6296026916010306,2124.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.1990444578405004,2433.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.7249633083934895,1868.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1006.0,1.0,2.0,0.0,6.0,0.28415513900108635,1451.3333333333333
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1007.0,2.0,1.0,0.0,5.0,0.12721372521482407,204.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.19700145833485294,1389.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1009.0,2.0,2.0,1.0,4.0,0.8841423540070537,2210.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1010.0,1.0,2.0,0.0,6.0,0.2891448054967138,1367.3333333333333
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1011.0,2.0,1.0,0.0,5.0,0.2975512168020941,683.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1012.0,1.0,2.0,0.0,6.0,0.36109086116872885,1806.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1013.0,2.0,1.0,0.0,5.0,0.730088750005234,604.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1014.0,1.0,2.0,0.0,6.0,0.14453873599510794,1617.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1015.0,2.0,2.0,1.0,6.0,0.31548297916015144,801.6666666666666
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1016.0,1.0,1.0,1.0,5.0,0.2782519248139579,1954.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.5018903248070273,1698.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1018.0,1.0,2.0,0.0,6.0,0.15067590266698971,1750.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1019.0,2.0,2.0,1.0,6.0,0.4901405206716542,888.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1020.0,1.0,1.0,1.0,5.0,0.25467765000648795,2174.3333333333335
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1021.0,2.0,1.0,0.0,3.0,0.4010175829947305,490.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1022.0,1.0,1.0,1.0,5.0,0.29229485819814727,1436.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.6081970497965813,1898.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.21138420833449345,1505.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1025.0,2.0,2.0,1.0,6.0,0.3306378195071981,676.6666666666666
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.23579316667261688,1883.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1027.0,2.0,2.0,1.0,6.0,0.15451750700594857,1104.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1028.0,1.0,1.0,1.0,5.0,0.2733432420005556,2166.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1029.0,2.0,2.0,1.0,6.0,0.6086278333241353,966.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1030.0,1.0,2.0,0.0,6.0,0.1809787498350488,2130.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.1337847910181154,0.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1032.0,1.0,1.0,1.0,5.0,0.2574744168086909,2174.3333333333335
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1033.0,2.0,2.0,1.0,6.0,0.21072556966585884,418.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1034.0,1.0,1.0,1.0,5.0,0.08847720860503613,1744.3333333333333
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1035.0,2.0,1.0,0.0,3.0,0.7046827780044017,478.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1036.0,1.0,1.0,1.0,7.0,0.04931895242771134,1098.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1037.0,2.0,1.0,0.0,5.0,0.2795399919967167,766.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1038.0,1.0,2.0,0.0,6.0,0.27288672916862805,2973.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7599984789994778,56.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.19187465966873182,1423.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1041.0,2.0,2.0,1.0,6.0,0.3112465068358385,603.3333333333334
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.28308835399123683,3160.3333333333335
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.3080212501983624,292.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.2272893611661857,1825.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1045.0,2.0,1.0,0.0,3.0,0.8809487083247708,973.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1046.0,1.0,1.0,1.0,7.0,0.09647501200587223,1455.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1047.0,2.0,2.0,1.0,4.0,0.8844777917547617,2210.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.15639805549775096,2045.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1049.0,2.0,1.0,0.0,5.0,0.7262210502056405,853.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1000.0,1.0,1.0,1.0,3.0,0.8749685833366433,36288.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1001.0,2.0,1.0,0.0,7.0,0.1121740834330142,1347.3333333333333
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1002.0,1.0,2.0,0.0,6.0,0.5927813471741198,32623.666666666668
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1003.0,2.0,1.0,0.0,5.0,0.8193754501931835,28904.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.5984059931700662,39124.666666666664
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.9766845415928401,27194.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1006.0,1.0,2.0,0.0,6.0,0.5271490209949358,26947.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1007.0,2.0,1.0,0.0,7.0,0.1194949762887388,1347.3333333333333
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.5301089651620714,28070.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1009.0,2.0,1.0,0.0,5.0,0.887120049999794,26186.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1010.0,1.0,2.0,0.0,6.0,0.5074487988361701,26947.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1011.0,2.0,1.0,0.0,5.0,0.37893302500597204,10104.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1012.0,1.0,2.0,0.0,6.0,0.8747575761663029,50965.666666666664
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1013.0,2.0,1.0,0.0,5.0,0.7834098497987725,9789.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1014.0,1.0,2.0,0.0,6.0,0.32776755550003145,17624.0
