seed,player1_agent,player2_agent,matchup,depth,heuristic,minimax_alpha_beta,p1_depth,p2_depth,p1_heuristic,p2_heuristic,p1_alpha_beta,p2_alpha_beta,winner,p1_won,p2_won,plies,avg_move_time,p1_avg_move_time,p2_avg_move_time,p1_nodes_per_move,p2_nodes_per_move
5007,Expectimax,Expectimax,Expectimax vs Expectimax,3,solo_mov_diff,False,3,3,solo_mov_diff,solo_mov_diff,,,1,1,0,5,0.22685970859602095,0.3371057503391057,0.061490645981393754,11429.333333333334,2566.0
5008,Expectimax,Expectimax,Expectimax vs Expectimax,3,solo_mov_diff,False,3,3,solo_mov_diff,solo_mov_diff,,,1,1,0,5,0.2998618750134483,0.3893592223757878,0.16561585396993905,16746.666666666668,7050.5
5009,Expectimax,Expectimax,Expectimax vs Expectimax,3,solo_mov_diff,False,3,3,solo_mov_diff,solo_mov_diff,,,2,0,1,6,0.6492614513457132,1.0834173473219078,0.2151055553695187,35595.0,8843.0
5000,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,7,0.27309389287672403,0.477883822779404,4.065300648411115e-05,18588.0,
5001,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,5,0.516662500007078,0.8610892220167443,2.241699257865548e-05,33243.0,
5002,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,7,0.46779495254824205,0.8186126357177272,3.80416555951039e-05,32975.0,
5003,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,7,0.2367750769481063,0.4143330829392653,3.106895989427964e-05,16039.25,
5004,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,5,0.16071038304362445,0.2678392360685393,1.710350625216961e-05,11439.333333333334,
5005,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,5,0.7878854918293655,1.3131121253827587,4.554149927571416e-05,40736.333333333336,
5006,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,7,0.3461644521615069,0.6057604165107477,3.649969585239887e-05,22226.75,
5007,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,7,0.11675701215530612,0.2043126042408403,1.622270792722702e-05,8575.5,
5008,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,5,0.2645861250348389,0.4409592777180175,2.63960100710392e-05,16740.666666666668,
5009,Minimax,Random,Minimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,False,,1,1,0,5,0.5465788415865973,0.9109334723325446,4.6895467676222324e-05,34713.333333333336,
5000,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.21007849999781078,3.919436130672693e-05,0.42011780563431483,,13470.666666666666
5001,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.11591136783439045,5.700000716994206e-05,0.23176573566161096,,9116.333333333334
5002,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.20084975716114664,4.593100553999344e-05,0.4016535833167533,,16608.666666666668
5003,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.19393678500394648,4.1763996705412865e-05,0.38783180601118755,,10372.0
5004,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.04685675698177268,3.152763626227776e-05,0.09368198632728308,,3645.0
5005,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.07651191664626822,3.6722320752839245e-05,0.1529871109717836,,3944.6666666666665
5006,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.33227598616698134,4.8291636630892754e-05,0.6645036806973318,,13280.666666666666
5007,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.09421093067309509,5.1389021488527455e-05,0.18837047232470164,,6290.666666666667
5008,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.23102213184271628,4.593034585316976e-05,0.4619983333395794,,13184.666666666666
5009,Random,Minimax,Random vs Minimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,False,2,0,1,6,0.08863624301739037,3.4194362039367356e-05,0.17723829167274138,,7416.666666666667
5000,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,5,0.4477849335409701,0.7462819582627466,3.939645830541849e-05,21170.333333333332,
5001,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,7,0.4701888273037704,0.8228159790160134,1.9291687446335953e-05,24878.5,
5002,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,5,0.7121565998066217,1.1868960969926168,4.735402762889862e-05,42574.333333333336,
5003,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,7,0.24654291086231492,0.4314324897422921,2.347235567867756e-05,14809.5,
5004,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,5,0.15899287518113853,0.26497738897645223,1.6104488167911768e-05,11411.666666666666,
5005,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,5,0.6398264498217031,1.066345472005196,4.791654646396637e-05,42574.333333333336,
5006,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,7,0.3253457736988951,0.5693330729845911,2.937465130041043e-05,20955.0,
5007,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,5,0.20539314995985478,0.3423090275997917,1.933349994942546e-05,11429.333333333334,
5008,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,5,0.26506766641978174,0.4417625413431476,2.535403473302722e-05,16746.666666666668,
5009,Expectimax,Random,Expectimax vs Random,3,solo_mov_diff,False,3,,solo_mov_diff,,,,1,1,0,7,0.40739478571673055,0.7129191250132862,2.8999987989664078e-05,25176.75,
5000,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.203245576180052,4.837467956046263e-05,0.40644277768054354,,14033.0
5001,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.12685572214347,5.2374942849079766e-05,0.25365906934409094,,9190.333333333334
5002,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.2771300488190415,4.144463067253431e-05,0.5542186530074105,,16940.0
5003,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.12065501402442654,3.169438180824121e-05,0.24127833366704485,,10079.333333333334
5004,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.04770845151506364,2.9722345061600208e-05,0.09538718068506569,,3562.6666666666665
5005,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.04968015981527666,2.9750284738838673e-05,0.09933056934581448,,3944.6666666666665
5006,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.199331666304109,3.961066249758005e-05,0.39862372194572043,,13563.0
5007,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.09670940262731165,4.0458282455801964e-05,0.1933783469721675,,6308.333333333333
5008,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,6,0.21103163201284283,3.852768956373135e-05,0.422024736336122,,13399.666666666666
5009,Random,Expectimax,Random vs Expectimax,3,solo_mov_diff,False,,3,,solo_mov_diff,,,2,0,1,4,0.1274630834814161,4.537496715784073e-05,0.25488079199567437,,10618.5
5000,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,2,0,1,6,0.4543828680180013,0.6646994166852286,0.24406631935077408,24795.0,
5001,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,7,0.43941371427250225,0.679978968721116,0.1186600416743507,24530.75,
5002,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,5,0.8999108247924597,1.13881213866019,0.541558853990864,41833.333333333336,
5003,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,5,0.5231284335954115,0.5584682500145087,0.47011870896676555,20852.0,
5004,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,7,0.22805550586365694,0.36160582274897024,0.049988416683239244,8454.25,
5005,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,2,0,1,6,0.8370878193139409,1.1511467636640493,0.5230288749638324,42135.0,
5006,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,7,0.5100989762494075,0.5643383957212791,0.4377797502869119,21053.25,
5007,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,7,0.1464430235459336,0.21827843721257523,0.05066247199041148,8430.25,
5008,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,5,0.5556652749888599,0.7498472083049516,0.26439237501472235,15881.333333333334,
5009,Minimax,Stratagem,Minimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,False,internal,1,1,0,5,0.9894463165663183,1.0181696666404605,0.946361291455105,34705.666666666664,
5000,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,2,0,1,4,0.6311616457533091,1.0569265205413103,0.20539677096530795,,8522.0
5001,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,1,1,0,3,1.1743297642872979,1.6724659794708714,0.178057333920151,,6791.0
5002,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,2,0,1,6,0.8660364721824104,1.2636885833538447,0.46838436101097614,,14882.666666666666
5003,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,2,0,1,6,0.35087856916167465,0.6059995689817393,0.09575756934160988,,3695.0
5004,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,1,1,0,1,0.7968335410114378,0.7968335410114378,0.0,,0.0
5005,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,1,1,0,7,0.9252199047311608,1.0788041045307182,0.7204409716650844,,17820.666666666668
5006,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,2,0,1,6,0.9133394374900187,1.0205889583254855,0.806089916654552,,21538.666666666668
5007,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,1,1,0,5,0.299449808569625,0.4525882503173004,0.06974214594811201,,2491.0
5008,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,1,1,0,7,0.29643298198269413,0.42799271846888587,0.12102000000110517,,3756.6666666666665
5009,Stratagem,Minimax,Stratagem vs Minimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,False,2,0,1,6,0.7983149169983031,1.368226486297014,0.2284033476995925,,8340.0
5000,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,1,1,0,3,0.9359269583364949,0.8213511249632575,1.1650786250829697,29688.0,
5001,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,1,1,0,7,0.46289282160744605,0.7727640417870134,0.049731194701356195,24781.0,
5002,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,2,0,1,6,0.8525320414919406,1.210874708330569,0.4941893746533121,41309.0,
5003,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,2,0,1,6,0.4884880210544604,0.6844916807021946,0.2924843614067261,21124.333333333332,
5004,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,1,1,0,5,0.22098774178884922,0.30852552767222124,0.08968106296379119,11213.0,
5005,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,2,0,1,6,0.9333953816482486,1.321692541319256,0.5450982219772413,40823.0,
5006,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,2,0,1,6,0.9082665971945971,0.987296444713138,0.8292367496760562,31342.666666666668,
5007,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,1,1,0,7,0.16653308924287558,0.24728147921268828,0.058868569283125304,8476.75,
5008,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,1,1,0,5,0.4266902666073292,0.5640130970083798,0.22070602100575343,15881.333333333334,
5009,Expectimax,Stratagem,Expectimax vs Stratagem,3,solo_mov_diff,False,3,3,solo_mov_diff,stratagem_internal,,internal,1,1,0,3,1.2423843753446515,1.3990973545005545,0.9289584170328453,47109.5,
5000,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,2,0,1,6,0.4720578051637858,0.7181724856685227,0.225943124659049,,6380.0
5001,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,1,1,0,3,1.1704157079414774,1.6627209579455666,0.18580520793329924,,6791.0
5002,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,2,0,1,6,1.1592724654862347,1.6933876529801637,0.6251572779923057,,15203.666666666666
5003,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,2,0,1,6,0.3926681389954562,0.6793815973214805,0.10595468066943188,,3877.0
5004,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,1,1,0,1,0.8458109579514712,0.8458109579514712,0.0,,0.0
5005,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,2,0,1,6,1.0583566389783907,1.545644999947399,0.5710682780093824,,18201.666666666668
5006,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,2,0,1,6,0.9827629931581517,1.1911909166568269,0.7743350696594765,,21346.333333333332
5007,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,1,1,0,5,0.26886540818959476,0.3976829859893769,0.07563904148992151,,2566.0
5008,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,2,0,1,4,1.0108385415223893,1.8737362705287524,0.1479408125160262,,4576.5
5009,Stratagem,Expectimax,Stratagem vs Expectimax,3,solo_mov_diff,False,3,3,stratagem_internal,solo_mov_diff,internal,,1,1,0,5,1.0369658335810528,1.5006116669780265,0.34149708348559216,,12748.0
5000,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,2,0,1,6,0.2454557503030325,0.4082080416458969,0.08270345896016806,2693.6666666666665,510.3333333333333
5001,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,1,1,0,5,0.2151069085812196,0.3186873196391389,0.05973629199434072,1737.0,349.0
5002,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,2,0,1,6,0.22752792366857952,0.2759183193168913,0.1791375280202677,2004.3333333333333,1133.0
5003,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,1,1,0,7,0.15500578585280372,0.13473970850463957,0.1820272223170226,900.0,608.3333333333334
5004,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,2,0,1,6,0.07628338198022296,0.12766270832313845,0.024904055637307465,1378.0,202.33333333333334
5005,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,2,0,1,6,0.2070987777939687,0.27797480560063076,0.13622274998730668,2093.3333333333335,890.6666666666666
5006,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,2,0,1,6,0.24902166664833203,0.3285501666444664,0.16949316665219763,1724.3333333333333,1368.0
5007,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,1,1,0,5,0.08911353340372444,0.12304131935040157,0.03822185448370874,1261.6666666666667,257.0
5008,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,1,1,0,7,0.1345116962911561,0.1498061562597286,0.11411908299972613,1015.5,580.0
5009,Minimax,Minimax,Minimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,True,True,2,0,1,6,0.29517015265688923,0.4384680693037808,0.15187223600999764,3032.3333333333335,1209.0
5000,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,0.5332733056857251,0.9512204447140297,0.1153261666574205,24101.666666666668,597.6666666666666
5001,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,1,1,0,5,0.8642668996239081,1.3968488190245505,0.06539402052294463,33215.0,383.5
5002,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,1.028650229156483,1.8607901110081002,0.19651034730486572,43562.333333333336,937.3333333333334
5003,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,1,1,0,7,0.5157401129669908,0.8280717394663952,0.09929794430111845,15927.75,608.3333333333334
5004,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,0.2080813399904097,0.39163319432797533,0.024529485652844112,10689.333333333334,204.33333333333334
5005,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,0.9280215209970871,1.7047442503583927,0.15129879163578153,43562.333333333336,779.6666666666666
5006,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,0.6612694095044086,1.1929038333473727,0.12963498566144457,30814.666666666668,762.3333333333334
5007,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,0.24658889612571025,0.4749735419560845,0.01820425029533605,10545.666666666666,135.0
5008,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,1,1,0,7,0.3702431129890361,0.5684720417775679,0.10593787460432698,13568.25,601.3333333333334
5009,Expectimax,Minimax,Expectimax vs Minimax,3,balanceada,True,3,3,balanceada,balanceada,,True,2,0,1,6,0.7774747640360147,1.3892502087013174,0.16569931937071183,34514.666666666664,1056.0
5000,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,1,1,0,7,0.3146578869782388,0.2941873022355139,0.3419519999685387,2006.0,6536.0
5001,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,1,1,0,7,0.16683013086938964,0.18511723953997716,0.1424473193086063,1551.75,3833.0
5002,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,2,0,1,6,0.5176843751493531,0.39764541663074243,0.6377233336679637,2082.6666666666665,17048.333333333332
5003,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,2,0,1,6,0.2531583471572958,0.18377519433852285,0.32254149997606874,1434.0,9060.333333333334
5004,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,1,1,0,7,0.11846667870746128,0.12931652102270164,0.10400022228714079,1104.5,1793.3333333333333
5005,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,2,0,1,6,0.5076787710034599,0.30944434731888276,0.705913194688037,2236.0,16968.333333333332
5006,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,2,0,1,6,0.436082347179763,0.32277137498992187,0.5493933193696042,1843.0,12356.333333333334
5007,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,1,1,0,7,0.09675254745941077,0.10699541654321365,0.08309538868100692,1041.5,1713.3333333333333
5008,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,2,0,1,6,0.2812994306635422,0.22351697234747311,0.3390818889796113,1588.0,7562.666666666667
5009,Minimax,Expectimax,Minimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,True,,1,1,0,7,0.346523797721602,0.27795782301109284,0.43794509733561426,1908.0,11117.0
5000,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,2,0,1,6,0.673563395665648,0.9821911386679858,0.36493565266331035,26625.333333333332,10405.333333333334
5001,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,1,1,0,7,0.6399921486985737,1.016281583259115,0.13827290261785188,25825.5,3833.0
5002,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,1,1,0,7,0.9282661845541692,1.1743452917144168,0.6001607083405057,32691.5,17021.333333333332
5003,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,2,0,1,6,0.58275384719794,0.7998711943704014,0.3656365000254785,21158.0,9063.333333333334
5004,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,1,1,0,7,0.20156893456753874,0.30104158323956653,0.06893873633816838,8616.0,1798.6666666666667
5005,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,1,1,0,7,0.9561723868495652,1.2112379167519975,0.616085013646322,32691.75,17021.333333333332
5006,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,1,1,0,5,1.2487209331942721,1.2143862636682268,1.3002229374833405,31111.333333333332,32013.0
5007,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,1,1,0,7,0.23627676786522248,0.36038087477209046,0.07080462532273184,8595.0,1714.0
5008,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,2,0,1,6,0.5524293193593621,0.6963829443557188,0.40847569436300546,19050.333333333332,10233.666666666666
5009,Expectimax,Expectimax,Expectimax vs Expectimax,3,balanceada,True,3,3,balanceada,balanceada,,,2,0,1,6,0.869949298503343,1.4098814720055088,0.3300171250011772,35595.0,8845.333333333334
5000,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,7,0.17119869628056353,0.29912880196934566,0.0006252220288539926,1991.25,
5001,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,7,0.09516119043941476,0.16651597901363857,2.147234044969082e-05,1428.5,
5002,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,7,0.09353352368011006,0.163650541449897,4.41666537274917e-05,1494.25,
5003,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,5,0.11770122481975705,0.19614912503554174,2.9374496079981327e-05,1218.3333333333333,
5004,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,5,0.07960426660720259,0.13266158301848918,1.8291990272700787e-05,1495.3333333333333,
5005,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,5,0.16954260002821683,0.2825408610127245,4.5208551455289125e-05,2198.0,
5006,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,7,0.13470766086330904,0.2356975522416178,5.447235889732838e-05,1505.5,
5007,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,7,0.055217999865167906,0.09661623928695917,2.034730277955532e-05,1053.75,
5008,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,5,0.09704077518545091,0.16171622229740024,2.760451752692461e-05,1293.0,
5009,Minimax,Random,Minimax vs Random,3,balanceada,True,3,,balanceada,,True,,1,1,0,7,0.17481799987477384,0.30590035402565263,4.152767360210419e-05,1851.25,
5000,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,6,0.11544793766612808,4.7972697454194226e-05,0.23084790263480195,,1419.6666666666667
5001,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,4,0.1167219685157761,6.933300755918026e-05,0.23337460402399302,,1537.5
5002,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,6,0.05840094434097409,4.473600226143996e-05,0.11675715267968674,,1116.0
5003,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,6,0.07589486084179953,4.944399309655031e-05,0.1517402776905025,,1110.3333333333333
5004,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,6,0.020511381851974875,3.448637047161659e-05,0.04098827733347813,,513.0
5005,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,6,0.06138175002221639,3.437503861884276e-05,0.12272912500581394,,769.6666666666666
5006,Random,Minimax,Random vs Minimax,3,balanceada,True,,3,,balanceada,,True,2,0,1,6,0.09718374316192542,4.322233144193888e-05,0.1943242639924089,,1405.0
